id,gene1,gene2,score
9606.ENSP00000435777,RPS13,NACA,0.918
9606.ENSP00000435777,RPS13,MRPS11,0.918
9606.ENSP00000435777,RPS13,CXorf66,0.917
9606.ENSP00000435777,RPS13,EIF5AL1,0.913
9606.ENSP00000435777,RPS13,EIF5A2,0.91
9606.ENSP00000435777,RPS13,HBA2,0.908
9606.ENSP00000435777,RPS13,HBA1,0.908
9606.ENSP00000435777,RPS13,U2AF2,0.903
9606.ENSP00000435777,RPS13,SEC61B,0.901
9606.ENSP00000435777,RPS13,IFI35,0.901
9606.ENSP00000438406,SLAMF1,SH2D1A,0.999
9606.ENSP00000438406,SLAMF1,MYBPH,0.994
9606.ENSP00000438406,SLAMF1,SLAMF6,0.977
9606.ENSP00000438406,SLAMF1,CD46,0.967
9606.ENSP00000438406,SLAMF1,BECN1,0.963
9606.ENSP00000438406,SLAMF1,PTPN11,0.956
9606.ENSP00000438406,SLAMF1,FYN,0.948
9606.ENSP00000438406,SLAMF1,SH2D1B,0.915
9606.ENSP00000440329,SLC29A2,SLC29A3,0.925
9606.ENSP00000440329,SLC29A2,SLC29A1,0.913
9606.ENSP00000441823,SALL3,COQ2,0.901
9606.ENSP00000441927,SESN3,SESN1,0.938
9606.ENSP00000441927,SESN3,SESN2,0.91
9606.ENSP00000442460,PTK6,STAP2,0.996
9606.ENSP00000442460,PTK6,EGFR,0.989
9606.ENSP00000442460,PTK6,KHDRBS1,0.988
9606.ENSP00000442460,PTK6,GPNMB,0.978
9606.ENSP00000442460,PTK6,BCAR1,0.943
9606.ENSP00000442460,PTK6,PXN,0.943
9606.ENSP00000442460,PTK6,SOCS3,0.941
9606.ENSP00000442460,PTK6,ARHGAP35,0.941
9606.ENSP00000442460,PTK6,LRRK2,0.93
9606.ENSP00000442460,PTK6,AKT1,0.927
9606.ENSP00000442460,PTK6,PTPN1,0.926
9606.ENSP00000442460,PTK6,ARAP1,0.919
9606.ENSP00000442460,PTK6,KHDRBS2,0.914
9606.ENSP00000442460,PTK6,DOK1,0.907
9606.ENSP00000442460,PTK6,HIF1A,0.906
9606.ENSP00000444278,PRRG1,GGCX,0.94
9606.ENSP00000445408,RABEP1,RABGEF1,0.999
9606.ENSP00000445408,RABEP1,RAB5A,0.999
9606.ENSP00000445408,RABEP1,GGA1,0.997
9606.ENSP00000445408,RABEP1,GGA3,0.996
9606.ENSP00000445408,RABEP1,RAB4A,0.991
9606.ENSP00000445408,RABEP1,EEA1,0.983
9606.ENSP00000445408,RABEP1,GGA2,0.974
9606.ENSP00000445408,RABEP1,TRAF3IP1,0.948
9606.ENSP00000445408,RABEP1,AP1G1,0.941
9606.ENSP00000448073,PRPF40B,RBM25,0.99
9606.ENSP00000448073,PRPF40B,U2AF2,0.986
9606.ENSP00000448073,PRPF40B,CDC5L,0.965
9606.ENSP00000448073,PRPF40B,SNRPC,0.944
9606.ENSP00000448073,PRPF40B,SF3A1,0.943
9606.ENSP00000448073,PRPF40B,SNRPE,0.934
9606.ENSP00000448073,PRPF40B,SNRNP70,0.932
9606.ENSP00000448073,PRPF40B,SNRPD1,0.929
9606.ENSP00000448073,PRPF40B,PRPF39,0.918
9606.ENSP00000448073,PRPF40B,SNRPF,0.915
9606.ENSP00000448073,PRPF40B,SNRPG,0.913
9606.ENSP00000448073,PRPF40B,SF3A2,0.912
9606.ENSP00000448073,PRPF40B,SF1,0.911
9606.ENSP00000448073,PRPF40B,LUC7L2,0.908
9606.ENSP00000448073,PRPF40B,PRPF40A,0.906
9606.ENSP00000448073,PRPF40B,SNRPN,0.906
9606.ENSP00000450909,SLIRP,LRPPRC,0.999
9606.ENSP00000451172,SERPINA4,KLK1,0.997
9606.ENSP00000451172,SERPINA4,KLK2,0.997
9606.ENSP00000452245,RNASE4,ANG,0.988
9606.ENSP00000452763,RPL28,RPS26,0.999
9606.ENSP00000452763,RPL28,RPL18A,0.999
9606.ENSP00000452763,RPL28,RPL14,0.999
9606.ENSP00000452763,RPL28,RPL21,0.999
9606.ENSP00000452763,RPL28,RPS29,0.999
9606.ENSP00000452763,RPL28,RPS11,0.999
9606.ENSP00000452763,RPL28,RPL3,0.999
9606.ENSP00000452763,RPL28,RPL31,0.999
9606.ENSP00000452763,RPL28,RPL35A,0.999
9606.ENSP00000452763,RPL28,RPL37,0.999
9606.ENSP00000452763,RPL28,RPL29,0.999
9606.ENSP00000452763,RPL28,RPL27,0.999
9606.ENSP00000452763,RPL28,FAU,0.999
9606.ENSP00000452763,RPL28,RPLP0,0.999
9606.ENSP00000452763,RPL28,RPL32,0.999
9606.ENSP00000452763,RPL28,RPS3A,0.999
9606.ENSP00000452763,RPL28,RPS13,0.999
9606.ENSP00000452763,RPL28,RPS3,0.999
9606.ENSP00000452763,RPL28,RPS14,0.999
9606.ENSP00000452763,RPL28,RPLP2,0.999
9606.ENSP00000452763,RPL28,RPL12,0.999
9606.ENSP00000452763,RPL28,RPS9,0.999
9606.ENSP00000452763,RPL28,RPS23,0.999
9606.ENSP00000452763,RPL28,RPL38,0.999
9606.ENSP00000452763,RPL28,RPL13A,0.999
9606.ENSP00000452763,RPL28,RPL23,0.999
9606.ENSP00000452763,RPL28,RPS19,0.999
9606.ENSP00000452763,RPL28,RPL15,0.999
9606.ENSP00000452763,RPL28,RACK1,0.999
9606.ENSP00000452763,RPL28,RPL35,0.999
9606.ENSP00000452763,RPL28,RPSA,0.999
9606.ENSP00000452763,RPL28,RPL34,0.999
9606.ENSP00000452763,RPL28,RPS18,0.999
9606.ENSP00000452763,RPL28,RPS12,0.999
9606.ENSP00000452763,RPL28,RPS16,0.999
9606.ENSP00000452763,RPL28,RPL19,0.999
9606.ENSP00000452763,RPL28,RPL5,0.999
9606.ENSP00000452763,RPL28,RPS24,0.999
9606.ENSP00000452763,RPL28,RPL11,0.999
9606.ENSP00000452763,RPL28,RPL7,0.999
9606.ENSP00000452763,RPL28,RPS21,0.999
9606.ENSP00000452763,RPL28,RPL18,0.999
9606.ENSP00000452763,RPL28,RPL9,0.999
9606.ENSP00000452763,RPL28,RPL13,0.999
9606.ENSP00000452763,RPL28,RPS10,0.999
9606.ENSP00000452763,RPL28,RPL27A,0.999
9606.ENSP00000452763,RPL28,RPL7A,0.999
9606.ENSP00000452763,RPL28,RPL6,0.999
9606.ENSP00000452763,RPL28,RPL36,0.999
9606.ENSP00000452763,RPL28,RPS25,0.999
9606.ENSP00000452763,RPL28,RPL23A,0.999
9606.ENSP00000452763,RPL28,RPL17,0.999
9606.ENSP00000452763,RPL28,RPL8,0.999
9606.ENSP00000452763,RPL28,RPS20,0.999
9606.ENSP00000452763,RPL28,RPL24,0.999
9606.ENSP00000452763,RPL28,RPL37A,0.999
9606.ENSP00000452763,RPL28,RPS8,0.999
9606.ENSP00000452763,RPL28,RPS2,0.999
9606.ENSP00000452763,RPL28,RPS15,0.999
9606.ENSP00000452763,RPL28,RPS6,0.999
9606.ENSP00000452763,RPL28,UBA52,0.999
9606.ENSP00000452763,RPL28,RPL26,0.999
9606.ENSP00000452763,RPL28,RPL30,0.999
9606.ENSP00000452763,RPL28,RPS17,0.999
9606.ENSP00000452763,RPL28,RPLP1,0.999
9606.ENSP00000452763,RPL28,RPL4,0.999
9606.ENSP00000452763,RPL28,RPS7,0.999
9606.ENSP00000452763,RPL28,RPS28,0.999
9606.ENSP00000452763,RPL28,RPS5,0.999
9606.ENSP00000452763,RPL28,EEF2,0.998
9606.ENSP00000452763,RPL28,RPS27,0.998
9606.ENSP00000452763,RPL28,RPS27A,0.998
9606.ENSP00000452763,RPL28,RPS15A,0.998
9606.ENSP00000452763,RPL28,RPL10,0.998
9606.ENSP00000452763,RPL28,RPL10A,0.998
9606.ENSP00000452763,RPL28,RPS4X,0.998
9606.ENSP00000452763,RPL28,RPL22,0.997
9606.ENSP00000452763,RPL28,RPL39,0.997
9606.ENSP00000452763,RPL28,RPL26L1,0.997
9606.ENSP00000452763,RPL28,RPL36A,0.996
9606.ENSP00000452763,RPL28,RPL17-C18orf32,0.995
9606.ENSP00000452763,RPL28,RPL36AL,0.994
9606.ENSP00000452763,RPL28,H3BNC9_HUMAN,0.994
9606.ENSP00000452763,RPL28,RPL10L,0.993
9606.ENSP00000452763,RPL28,RPS10-NUDT3,0.993
9606.ENSP00000452763,RPL28,RPS4Y1,0.989
9606.ENSP00000452763,RPL28,PA2G4,0.981
9606.ENSP00000452763,RPL28,RPL39L,0.978
9606.ENSP00000452763,RPL28,RPL7L1,0.978
9606.ENSP00000452763,RPL28,MRNIP,0.977
9606.ENSP00000452763,RPL28,FLT3LG,0.977
9606.ENSP00000452763,RPL28,CD74,0.977
9606.ENSP00000452763,RPL28,DOCK4,0.976
9606.ENSP00000452763,RPL28,CXorf66,0.976
9606.ENSP00000452763,RPL28,IFI35,0.975
9606.ENSP00000452763,RPL28,MED1,0.975
9606.ENSP00000452763,RPL28,IMP3,0.973
9606.ENSP00000452763,RPL28,MRPS10,0.972
9606.ENSP00000452763,RPL28,SERBP1,0.971
9606.ENSP00000452763,RPL28,RPS27L,0.97
9606.ENSP00000452763,RPL28,EEF1A1,0.967
9606.ENSP00000452763,RPL28,RPL22L1,0.965
9606.ENSP00000452763,RPL28,RPL3L,0.961
9606.ENSP00000452763,RPL28,FANCE,0.954
9606.ENSP00000452763,RPL28,MRPS7,0.953
9606.ENSP00000452763,RPL28,RPS4Y2,0.953
9606.ENSP00000452763,RPL28,RSAD1,0.952
9606.ENSP00000452763,RPL28,MRPL24,0.95
9606.ENSP00000452763,RPL28,MRPS12,0.95
9606.ENSP00000452763,RPL28,MRTO4,0.948
9606.ENSP00000452763,RPL28,MRPL13,0.947
9606.ENSP00000452763,RPL28,CCDC105,0.947
9606.ENSP00000452763,RPL28,NACA,0.945
9606.ENSP00000452763,RPL28,RPL36A-HNRNPH2,0.943
9606.ENSP00000452763,RPL28,ETF1,0.943
9606.ENSP00000452763,RPL28,MRPS15,0.942
9606.ENSP00000452763,RPL28,BTF3,0.942
9606.ENSP00000452763,RPL28,NACA2,0.941
9606.ENSP00000452763,RPL28,H3BN98_HUMAN,0.937
9606.ENSP00000452763,RPL28,ARL6IP1,0.937
9606.ENSP00000452763,RPL28,AKNAD1,0.936
9606.ENSP00000452763,RPL28,NPSR1,0.934
9606.ENSP00000452763,RPL28,EEF1B2,0.934
9606.ENSP00000452763,RPL28,MRPL22,0.933
9606.ENSP00000452763,RPL28,MRPS5,0.933
9606.ENSP00000452763,RPL28,MRPS11,0.933
9606.ENSP00000452763,RPL28,WDR31,0.932
9606.ENSP00000452763,RPL28,MRPL1,0.931
9606.ENSP00000452763,RPL28,EIF5A,0.929
9606.ENSP00000452763,RPL28,MRPS14,0.923
9606.ENSP00000452763,RPL28,MRPL3,0.923
9606.ENSP00000452763,RPL28,MRPL2,0.92
9606.ENSP00000452763,RPL28,TEX48,0.92
9606.ENSP00000452763,RPL28,CUL7,0.919
9606.ENSP00000452763,RPL28,MRPL4,0.917
9606.ENSP00000452763,RPL28,SEC61B,0.909
9606.ENSP00000452763,RPL28,RSRC1,0.907
9606.ENSP00000452763,RPL28,RSL24D1,0.904
9606.ENSP00000452763,RPL28,EEFSEC,0.904
9606.ENSP00000453015,RNF111,SMAD7,0.997
9606.ENSP00000453015,RNF111,SMAD3,0.975
9606.ENSP00000453015,RNF111,SKIL,0.965
9606.ENSP00000453015,RNF111,AXIN1,0.951
9606.ENSP00000453015,RNF111,SMAD2,0.935
9606.ENSP00000453015,RNF111,SUMO1,0.925
9606.ENSP00000453015,RNF111,SUMO2,0.91
9606.ENSP00000454545,RBM15B,METTL3,0.999
9606.ENSP00000454545,RBM15B,METTL14,0.999
9606.ENSP00000454545,RBM15B,WTAP,0.999
9606.ENSP00000454545,RBM15B,RBM15,0.999
9606.ENSP00000454545,RBM15B,VIRMA,0.999
9606.ENSP00000454545,RBM15B,ZC3H13,0.999
9606.ENSP00000454545,RBM15B,CBLL1,0.998
9606.ENSP00000454545,RBM15B,METTL16,0.966
9606.ENSP00000454545,RBM15B,MAPRE2,0.903
9606.ENSP00000454973,SCAPER,CCNA2,0.939
9606.ENSP00000455064,SLC7A6,SLC3A2,0.999
9606.ENSP00000455064,SLC7A6,SLC3A1,0.906
9606.ENSP00000460348,PRPF8,SRRM2,0.999
9606.ENSP00000460348,PRPF8,SF3B2,0.999
9606.ENSP00000460348,PRPF8,SNW1,0.999
9606.ENSP00000460348,PRPF8,SF3B3,0.999
9606.ENSP00000460348,PRPF8,SNRNP200,0.999
9606.ENSP00000460348,PRPF8,SNRPF,0.999
9606.ENSP00000460348,PRPF8,PRPF4,0.999
9606.ENSP00000460348,PRPF8,PRPF31,0.999
9606.ENSP00000460348,PRPF8,BCAS2,0.999
9606.ENSP00000460348,PRPF8,BUD31,0.999
9606.ENSP00000460348,PRPF8,SART1,0.999
9606.ENSP00000460348,PRPF8,AQR,0.999
9606.ENSP00000460348,PRPF8,SNRPD3,0.999
9606.ENSP00000460348,PRPF8,XAB2,0.999
9606.ENSP00000460348,PRPF8,SNRPB,0.999
9606.ENSP00000460348,PRPF8,SNRPE,0.999
9606.ENSP00000460348,PRPF8,PRPF6,0.999
9606.ENSP00000460348,PRPF8,YJU2,0.999
9606.ENSP00000460348,PRPF8,ISY1-RAB43,0.999
9606.ENSP00000460348,PRPF8,CWC15,0.999
9606.ENSP00000460348,PRPF8,RBM22,0.999
9606.ENSP00000460348,PRPF8,PPIL1,0.999
9606.ENSP00000460348,PRPF8,CDC5L,0.999
9606.ENSP00000460348,PRPF8,SF3A2,0.999
9606.ENSP00000460348,PRPF8,CWC22,0.999
9606.ENSP00000460348,PRPF8,SNRNP40,0.999
9606.ENSP00000460348,PRPF8,SF3A1,0.999
9606.ENSP00000460348,PRPF8,SNRPA1,0.999
9606.ENSP00000460348,PRPF8,CRNKL1,0.999
9606.ENSP00000460348,PRPF8,AAR2,0.999
9606.ENSP00000460348,PRPF8,MFAP1,0.999
9606.ENSP00000460348,PRPF8,PRPF3,0.999
9606.ENSP00000460348,PRPF8,SNRPG,0.999
9606.ENSP00000460348,PRPF8,SLU7,0.999
9606.ENSP00000460348,PRPF8,PLRG1,0.999
9606.ENSP00000460348,PRPF8,SNRPD2,0.999
9606.ENSP00000460348,PRPF8,PRPF19,0.999
9606.ENSP00000460348,PRPF8,SNRPD1,0.999
9606.ENSP00000460348,PRPF8,DHX16,0.999
9606.ENSP00000460348,PRPF8,SF3B4,0.999
9606.ENSP00000460348,PRPF8,LSM8,0.999
9606.ENSP00000460348,PRPF8,CDC40,0.999
9606.ENSP00000460348,PRPF8,DDX23,0.999
9606.ENSP00000460348,PRPF8,EFTUD2,0.999
9606.ENSP00000460348,PRPF8,TXNL4A,0.999
9606.ENSP00000460348,PRPF8,SF3B1,0.999
9606.ENSP00000460348,PRPF8,SF3A3,0.999
9606.ENSP00000460348,PRPF8,ISY1,0.998
9606.ENSP00000460348,PRPF8,SYF2,0.998
9606.ENSP00000460348,PRPF8,DHX38,0.998
9606.ENSP00000460348,PRPF8,LSM5,0.998
9606.ENSP00000460348,PRPF8,LSM6,0.998
9606.ENSP00000460348,PRPF8,CWC25,0.998
9606.ENSP00000460348,PRPF8,LSM2,0.998
9606.ENSP00000460348,PRPF8,UBL5,0.997
9606.ENSP00000460348,PRPF8,BUD13,0.997
9606.ENSP00000460348,PRPF8,LSM3,0.997
9606.ENSP00000460348,PRPF8,SNRPB2,0.997
9606.ENSP00000460348,PRPF8,DHX8,0.997
9606.ENSP00000460348,PRPF8,EIF4A3,0.997
9606.ENSP00000460348,PRPF8,LSM4,0.997
9606.ENSP00000460348,PRPF8,CWC27,0.997
9606.ENSP00000460348,PRPF8,SNU13,0.997
9606.ENSP00000460348,PRPF8,DHX15,0.996
9606.ENSP00000460348,PRPF8,SNIP1,0.996
9606.ENSP00000460348,PRPF8,ZMAT2,0.996
9606.ENSP00000460348,PRPF8,LSM7,0.996
9606.ENSP00000460348,PRPF8,PRPF38A,0.995
9606.ENSP00000460348,PRPF8,RNF113A,0.995
9606.ENSP00000460348,PRPF8,PCBP1,0.995
9606.ENSP00000460348,PRPF8,WDR83,0.994
9606.ENSP00000460348,PRPF8,SNRPN,0.994
9606.ENSP00000460348,PRPF8,USP39,0.994
9606.ENSP00000460348,PRPF8,ZNF830,0.994
9606.ENSP00000460348,PRPF8,PHF5A,0.993
9606.ENSP00000460348,PRPF8,SMU1,0.993
9606.ENSP00000460348,PRPF8,SF3B5,0.993
9606.ENSP00000460348,PRPF8,RBMX2,0.992
9606.ENSP00000460348,PRPF8,TSSC4,0.99
9606.ENSP00000460348,PRPF8,SNRPA,0.988
9606.ENSP00000460348,PRPF8,PPIE,0.988
9606.ENSP00000460348,PRPF8,RBM8A,0.988
9606.ENSP00000460348,PRPF8,MAGOHB,0.987
9606.ENSP00000460348,PRPF8,IK,0.986
9606.ENSP00000460348,PRPF8,CWF19L2,0.985
9606.ENSP00000460348,PRPF8,PPIH,0.983
9606.ENSP00000460348,PRPF8,WBP4,0.982
9606.ENSP00000460348,PRPF8,CD2BP2,0.982
9606.ENSP00000460348,PRPF8,TCERG1,0.98
9606.ENSP00000460348,PRPF8,CASC3,0.98
9606.ENSP00000460348,PRPF8,TFIP11,0.969
9606.ENSP00000460348,PRPF8,SNRNP70,0.968
9606.ENSP00000460348,PRPF8,PRPF18,0.961
9606.ENSP00000460348,PRPF8,PRPF4B,0.957
9606.ENSP00000460348,PRPF8,GPKOW,0.957
9606.ENSP00000460348,PRPF8,NCBP2,0.955
9606.ENSP00000460348,PRPF8,SF3B6,0.953
9606.ENSP00000460348,PRPF8,PPIL2,0.952
9606.ENSP00000460348,PRPF8,C9orf78,0.951
9606.ENSP00000460348,PRPF8,SRSF1,0.948
9606.ENSP00000460348,PRPF8,SRRM1,0.948
9606.ENSP00000460348,PRPF8,MAGOH,0.948
9606.ENSP00000460348,PRPF8,PPWD1,0.943
9606.ENSP00000460348,PRPF8,NCBP1,0.935
9606.ENSP00000460348,PRPF8,SNRNP27,0.934
9606.ENSP00000460348,PRPF8,CACTIN,0.932
9606.ENSP00000460348,PRPF8,EAPP,0.926
9606.ENSP00000460348,PRPF8,RBM42,0.926
9606.ENSP00000460348,PRPF8,M0R3G1_HUMAN,0.923
9606.ENSP00000460348,PRPF8,ARMC7,0.922
9606.ENSP00000460348,PRPF8,WDR70,0.92
9606.ENSP00000460348,PRPF8,FRG1,0.906
9606.ENSP00000460348,PRPF8,PSME3IP1,0.901
9606.ENSP00000460348,PRPF8,ECD,0.901
9606.ENSP00000460348,PRPF8,FAM32A,0.9
9606.ENSP00000460348,PRPF8,PRKRIP1,0.9
9606.ENSP00000460348,PRPF8,SCNM1,0.9
9606.ENSP00000460348,PRPF8,CRIPT,0.9
9606.ENSP00000460348,PRPF8,RBM48,0.9
9606.ENSP00000463058,RBM8A,RNPS1,0.999
9606.ENSP00000463058,RBM8A,UPF3B,0.999
9606.ENSP00000463058,RBM8A,PYM1,0.999
9606.ENSP00000463058,RBM8A,UPF1,0.999
9606.ENSP00000463058,RBM8A,UPF2,0.999
9606.ENSP00000463058,RBM8A,UPF3A,0.999
9606.ENSP00000463058,RBM8A,EIF4A3,0.999
9606.ENSP00000463058,RBM8A,MAGOH,0.999
9606.ENSP00000463058,RBM8A,MAGOHB,0.999
9606.ENSP00000463058,RBM8A,CASC3,0.999
9606.ENSP00000463058,RBM8A,NXF1,0.998
9606.ENSP00000463058,RBM8A,SRSF1,0.998
9606.ENSP00000463058,RBM8A,DDX39B,0.998
9606.ENSP00000463058,RBM8A,SRSF3,0.998
9606.ENSP00000463058,RBM8A,SMG1,0.997
9606.ENSP00000463058,RBM8A,NCBP2,0.997
9606.ENSP00000463058,RBM8A,PABPC1,0.996
9606.ENSP00000463058,RBM8A,SMG7,0.996
9606.ENSP00000463058,RBM8A,CCNT1,0.995
9606.ENSP00000463058,RBM8A,DICER1,0.994
9606.ENSP00000463058,RBM8A,SNRNP200,0.991
9606.ENSP00000463058,RBM8A,CWC22,0.99
9606.ENSP00000463058,RBM8A,PRPF8,0.988
9606.ENSP00000463058,RBM8A,ALYREF,0.984
9606.ENSP00000463058,RBM8A,ISY1,0.982
9606.ENSP00000463058,RBM8A,ISY1-RAB43,0.981
9606.ENSP00000463058,RBM8A,YJU2,0.979
9606.ENSP00000463058,RBM8A,CWC25,0.979
9606.ENSP00000463058,RBM8A,IPO13,0.972
9606.ENSP00000463058,RBM8A,SLU7,0.967
9606.ENSP00000463058,RBM8A,AGO2,0.961
9606.ENSP00000463058,RBM8A,TARBP2,0.957
9606.ENSP00000463058,RBM8A,AQR,0.946
9606.ENSP00000463058,RBM8A,CCDC9,0.936
9606.ENSP00000463058,RBM8A,DHX38,0.928
9606.ENSP00000463058,RBM8A,PRPF19,0.925
9606.ENSP00000463058,RBM8A,RBM22,0.922
9606.ENSP00000463058,RBM8A,SNRPD2,0.917
9606.ENSP00000463058,RBM8A,SNRPF,0.916
9606.ENSP00000463058,RBM8A,SAP18,0.916
9606.ENSP00000463058,RBM8A,CDC40,0.916
9606.ENSP00000463058,RBM8A,SRRM2,0.912
9606.ENSP00000463058,RBM8A,SNRPB2,0.908
9606.ENSP00000463058,RBM8A,PNN,0.905
9606.ENSP00000463069,RNF43,RSPO1,0.999
9606.ENSP00000463069,RNF43,LGR5,0.997
9606.ENSP00000463069,RNF43,LGR4,0.992
9606.ENSP00000463069,RNF43,RSPO2,0.991
9606.ENSP00000463069,RNF43,FZD5,0.984
9606.ENSP00000463069,RNF43,RSPO4,0.973
9606.ENSP00000463069,RNF43,RSPO3,0.972
9606.ENSP00000463069,RNF43,FZD8,0.955
9606.ENSP00000463069,RNF43,AKAP8L,0.951
9606.ENSP00000463069,RNF43,FZD1,0.939
9606.ENSP00000463069,RNF43,FZD7,0.934
9606.ENSP00000463069,RNF43,FZD4,0.934
9606.ENSP00000463069,RNF43,FZD2,0.932
9606.ENSP00000463069,RNF43,FZD9,0.928
9606.ENSP00000463069,RNF43,FZD6,0.925
9606.ENSP00000463069,RNF43,FZD10,0.925
9606.ENSP00000463069,RNF43,FZD3,0.917
9606.ENSP00000466010,RPS15,UBA52,0.999
9606.ENSP00000466010,RPS15,RPS6,0.999
9606.ENSP00000466010,RPS15,RPL26,0.999
9606.ENSP00000466010,RPS15,RPS8,0.999
9606.ENSP00000466010,RPS15,MRPL17,0.999
9606.ENSP00000466010,RPS15,RPS2,0.999
9606.ENSP00000466010,RPS15,RPL24,0.999
9606.ENSP00000466010,RPS15,RPL37A,0.999
9606.ENSP00000466010,RPS15,MRPS6,0.999
9606.ENSP00000466010,RPS15,MRPL21,0.999
9606.ENSP00000466010,RPS15,RPL8,0.999
9606.ENSP00000466010,RPS15,RPS20,0.999
9606.ENSP00000466010,RPS15,MRPS9,0.999
9606.ENSP00000466010,RPS15,RPL23A,0.999
9606.ENSP00000466010,RPS15,RPL17,0.999
9606.ENSP00000466010,RPS15,RPS25,0.999
9606.ENSP00000466010,RPS15,MRPL12,0.999
9606.ENSP00000466010,RPS15,RPL10A,0.999
9606.ENSP00000466010,RPS15,RPS5,0.999
9606.ENSP00000466010,RPS15,MRPL33,0.999
9606.ENSP00000466010,RPS15,RPS28,0.999
9606.ENSP00000466010,RPS15,RPL4,0.999
9606.ENSP00000466010,RPS15,RPS4X,0.999
9606.ENSP00000466010,RPS15,RPS7,0.999
9606.ENSP00000466010,RPS15,RPLP1,0.999
9606.ENSP00000466010,RPS15,MRPL36,0.999
9606.ENSP00000466010,RPS15,RPL30,0.999
9606.ENSP00000466010,RPS15,RPS17,0.999
9606.ENSP00000466010,RPS15,RPS12,0.999
9606.ENSP00000466010,RPS15,RPL19,0.999
9606.ENSP00000466010,RPS15,RPS16,0.999
9606.ENSP00000466010,RPS15,RPL5,0.999
9606.ENSP00000466010,RPS15,RPL34,0.999
9606.ENSP00000466010,RPS15,RPS18,0.999
9606.ENSP00000466010,RPS15,RPL10,0.999
9606.ENSP00000466010,RPS15,RACK1,0.999
9606.ENSP00000466010,RPS15,RPL15,0.999
9606.ENSP00000466010,RPS15,RPL35,0.999
9606.ENSP00000466010,RPS15,RPSA,0.999
9606.ENSP00000466010,RPS15,RPL23,0.999
9606.ENSP00000466010,RPS15,RPS19,0.999
9606.ENSP00000466010,RPS15,RPL6,0.999
9606.ENSP00000466010,RPS15,RPL36,0.999
9606.ENSP00000466010,RPS15,RPL27A,0.999
9606.ENSP00000466010,RPS15,RPS10,0.999
9606.ENSP00000466010,RPS15,RPL7A,0.999
9606.ENSP00000466010,RPS15,RPL13,0.999
9606.ENSP00000466010,RPS15,RPS21,0.999
9606.ENSP00000466010,RPS15,RPL9,0.999
9606.ENSP00000466010,RPS15,RPL18,0.999
9606.ENSP00000466010,RPS15,RPL7,0.999
9606.ENSP00000466010,RPS15,RPS24,0.999
9606.ENSP00000466010,RPS15,RPL11,0.999
9606.ENSP00000466010,RPS15,TUFM,0.999
9606.ENSP00000466010,RPS15,RPS3,0.999
9606.ENSP00000466010,RPS15,RPS27A,0.999
9606.ENSP00000466010,RPS15,RPS3A,0.999
9606.ENSP00000466010,RPS15,RPS13,0.999
9606.ENSP00000466010,RPS15,RPL32,0.999
9606.ENSP00000466010,RPS15,RPLP0,0.999
9606.ENSP00000466010,RPS15,FAU,0.999
9606.ENSP00000466010,RPS15,RPL29,0.999
9606.ENSP00000466010,RPS15,RPL27,0.999
9606.ENSP00000466010,RPS15,RPL38,0.999
9606.ENSP00000466010,RPS15,RPL13A,0.999
9606.ENSP00000466010,RPS15,RPS23,0.999
9606.ENSP00000466010,RPS15,MRPL20,0.999
9606.ENSP00000466010,RPS15,RPS9,0.999
9606.ENSP00000466010,RPS15,RPS15A,0.999
9606.ENSP00000466010,RPS15,RPL12,0.999
9606.ENSP00000466010,RPS15,RPS14,0.999
9606.ENSP00000466010,RPS15,RPLP2,0.999
9606.ENSP00000466010,RPS15,RPS29,0.999
9606.ENSP00000466010,RPS15,RPL21,0.999
9606.ENSP00000466010,RPS15,RPL14,0.999
9606.ENSP00000466010,RPS15,EEF2,0.999
9606.ENSP00000466010,RPS15,RPS26,0.999
9606.ENSP00000466010,RPS15,RPL18A,0.999
9606.ENSP00000466010,RPS15,RPL37,0.999
9606.ENSP00000466010,RPS15,RPL35A,0.999
9606.ENSP00000466010,RPS15,RPL28,0.999
9606.ENSP00000466010,RPS15,RPS27,0.999
9606.ENSP00000466010,RPS15,MRPL9,0.999
9606.ENSP00000466010,RPS15,RPL3,0.999
9606.ENSP00000466010,RPS15,RPL31,0.999
9606.ENSP00000466010,RPS15,RPS11,0.999
9606.ENSP00000466010,RPS15,RPL26L1,0.998
9606.ENSP00000466010,RPS15,MRPS16,0.998
9606.ENSP00000466010,RPS15,MRPL32,0.998
9606.ENSP00000466010,RPS15,H3BNC9_HUMAN,0.998
9606.ENSP00000466010,RPS15,RPL22,0.998
9606.ENSP00000466010,RPS15,RPL39,0.998
9606.ENSP00000466010,RPS15,RPL36AL,0.998
9606.ENSP00000466010,RPS15,EIF2S1,0.998
9606.ENSP00000466010,RPS15,EIF1AX,0.998
9606.ENSP00000466010,RPS15,RPL10L,0.997
9606.ENSP00000466010,RPS15,MRPL27,0.997
9606.ENSP00000466010,RPS15,EIF5B,0.997
9606.ENSP00000466010,RPS15,LTV1,0.997
9606.ENSP00000466010,RPS15,RPS4Y1,0.997
9606.ENSP00000466010,RPS15,RIOK2,0.997
9606.ENSP00000466010,RPS15,BYSL,0.996
9606.ENSP00000466010,RPS15,RPL36A,0.996
9606.ENSP00000466010,RPS15,RPL17-C18orf32,0.996
9606.ENSP00000466010,RPS15,MRPL19,0.996
9606.ENSP00000466010,RPS15,RPS10-NUDT3,0.995
9606.ENSP00000466010,RPS15,EIF2S2,0.995
